universe,factor,variant,ic_mean_v3,ic_mean_v4,ic_mean_diff,rankicir_v3,rankicir_v4,rankicir_diff,ls_ann_v3,ls_ann_v4,ls_ann_diff,ls_eff_ann,turnover_mean_v4,ls_turnover_mean,ls_sharpe_v3,ls_sharpe_v4,ls_sharpe_diff,conclusion_sign_changed
hs300,A1_tau_20d,S1,-0.0007733197782433,-0.0007733197782433,0.0,0.2386273456798885,0.2386273456798885,0.0,-0.1281118567188002,-0.1267419081911007,0.001369948527699505,-0.1267419081911007,1.6737375973651891,3.225875578206464,-1.5656995950049657,-1.569672619409778,-0.0039730244048123975,False
hs300,A1v_tau_vol_20d,S1,-0.004312705663413,-0.004312705663413,0.0,0.0048918273723714,0.0048918273723714,0.0,-0.1265755521384481,-0.1252528386961229,0.0013227134423252074,-0.1252528386961229,1.6710313466622206,3.2192798343094893,-1.7146901354193425,-1.7306876658279606,-0.015997530408618177,False
hs300,A2a_high_tau_ret_std_20d,S1,-0.0008658371127603,-0.0008658371127603,0.0,-0.57145948897446,-0.57145948897446,0.0,-0.0653298681643888,-0.0674772346055412,-0.002147366441152404,-0.0416468983683862,0.943883503564288,1.3344681198845758,-0.5189307380450315,-0.5349723694731973,-0.016041631428165726,False
hs300,A2b_low_tau_cum_ret_20d,S1,-0.0098778562110056,-0.0098778562110056,0.0,-0.8831495850509101,-0.8831495850509101,0.0,-0.1207772682007194,-0.1211019022174122,-0.00032463401669279024,-0.0746121396554714,1.4861516571047568,2.753179241572251,-1.40556411006188,-1.4049857667470502,0.0005783433148298656,False
hs300,A2c_high_tau_vol_share_20d,S1,0.031247099717535,0.031247099717535,0.0,1.633219792144436,1.633219792144436,0.0,-0.0059727800583758,-0.0074172194024297,-0.0014444393440538996,-0.0074172194024297,1.2883880725298875,2.078734003845235,-0.0490806258638905,-0.0613603556344796,-0.012279729770589103,False
hs300,A2d_high_tau_turnover_20d,S1,-0.0168249030108023,-0.0168249030108023,0.0,-0.7002879511010585,-0.7002879511010585,0.0,-0.0603669671031863,-0.0628657051755883,-0.0024987380724020014,-0.0564667455137732,0.9558295100704848,1.4926135928174626,-0.4954757841318088,-0.5120539388602576,-0.016578154728448813,False
hs300,A3_tort_vol_joint_20d,S1,0.0269646176176086,0.0269646176176086,0.0,1.3703247451679883,1.3703247451679883,0.0,-0.0400194348203145,-0.0413505583091576,-0.0013311234888430945,-0.0413505583091576,1.3051102738103262,2.116111021306863,-0.33883758850146,-0.3518345688007576,-0.012996980299297578,False
hs300,B1_lead_lag_20d,S1,0.017527092518467,0.017527092518467,0.0,0.6232126124630326,0.6232126124630326,0.0,-0.0620906580953729,-0.0623157223781819,-0.00022506428280900243,-0.0623157223781819,1.5649829831418387,3.0265401153363247,-1.0682530464181803,-1.0630361172762617,0.005216929141918625,False
hs300,B2_path_asym_20d,S1,-0.0033075768587115,-0.0033075768587115,0.0,-0.4774445262971337,-0.4774445262971337,0.0,-0.095729423145219,-0.09598623919516,-0.0002568160499410027,-0.1117677832537488,1.537297391570408,2.9468705199787943,-1.2079401940871817,-1.217319539694178,-0.009379345606996381,False
hs300,B2a_path_asym_amt_20d,S1,-0.0029681385690742,-0.0029681385690742,0.0,-0.4817464110869059,-0.4817464110869059,0.0,-0.0938319186748434,-0.0941047742022941,-0.00027285552745069663,-0.1136601939974631,1.5377178253574972,2.944795806737244,-1.1660176679394827,-1.1750875072704168,-0.009069839330934082,False
hs300,B3_cond_lead_lag_20d,S1,-0.0168260327171398,-0.0168260327171398,0.0,-0.7530611319506664,-0.7530611319506664,0.0,-0.1552724081398968,-0.1557533523488644,-0.00048094420896760415,-0.0262921043302479,1.4672358679641984,2.640591612140643,-2.2573786158822613,-2.2990051215190657,-0.04162650563680437,False
hs300,B4_cross_20d,S1,-0.0011635014078153,-0.0011635014078153,0.0,-0.1055911126807531,-0.1055911126807531,0.0,-0.0834365254272215,-0.0835289761258273,-9.245069860579214e-05,-0.1273409701456658,1.5609247924366243,3.025500878474382,-1.2504815523689974,-1.241712481678446,0.00876907069055144,False
hs300,B5a_corr_decay_20d,S1,-0.0213428479057749,-0.0213428479057749,0.0,-1.0874735579210626,-1.0874735579210626,0.0,-0.1479031225554076,-0.1480058999346738,-0.00010277737926620012,-0.062484735107628,1.5699561736540706,3.048765465243967,-2.356913440567065,-2.3634076596674505,-0.00649421910038539,False
hs300,B5b_slope_div_20d,S1,0.0073959911431454,0.0073959911431454,0.0,0.3837474566402652,0.3837474566402652,0.0,-0.094956762765904,-0.0951080983297653,-0.0001513355638613073,-0.0951080983297653,1.540087504620872,2.9435280360470246,-1.0567546904443728,-1.0711179294095916,-0.01436323896521885,False
hs300,B5c_high_vol_ratio_20d,S1,-0.0300032782578461,-0.0300032782578461,0.0,-1.8978707587827008,-1.8978707587827008,0.0,-0.1374185218621612,-0.1382767509497564,-0.000858229087595197,-0.0366174238788373,1.39891472862299,2.4335655958209914,-1.3757949026560647,-1.3825546402087387,-0.0067597375526740056,False
hs300,C1_entropy_20d,S1,0.0110869140662605,0.0110869140662605,0.0,0.6016406833651624,0.6016406833651624,0.0,-0.014737577568047,-0.0167454679216394,-0.0020078903535924,-0.0167454679216394,1.095289733795346,1.5580202623202235,-0.1727037171833209,-0.1965821022532099,-0.023878385069889013,False
hs300,C2_entropy_diff_20d,S1,0.01802840354549,0.01802840354549,0.0,1.1896720752865992,1.1896720752865992,0.0,-0.0565995428534967,-0.0572857827201231,-0.0006862398666264008,-0.0572857827201231,1.4564230286855675,2.6130349490764218,-0.7290287497938396,-0.7440259745936134,-0.014997224799773834,False
hs300,C3_entropy_std_20d,S1,-0.0242685530608984,-0.0242685530608984,0.0,-1.3432613266111757,-1.3432613266111757,0.0,-0.176469706058491,-0.1767488667360082,-0.0002791606775172095,-0.0121198949249118,1.494380685900096,2.769242496035863,-2.314834204895185,-2.327053138490541,-0.012218933595355974,False
hs300,A1_tau_20d,S2,-0.0014808339772833,-0.0014808339772833,0.0,0.1229987705601979,0.1229987705601979,0.0,-0.131204908263309,-0.129906716100035,0.0012981921632739812,-0.129906716100035,1.6702377699259463,3.2321403177573926,-1.6301184684113073,-1.6456646100433014,-0.015546141631994193,False
hs300,A1v_tau_vol_20d,S2,-0.0038668467559706,-0.0038668467559706,0.0,0.026129574569164,0.026129574569164,0.0,-0.1264204843065314,-0.1250560620123668,0.0013644222941646134,-0.1250560620123668,1.6708527029215603,3.216147148503424,-1.5852810495607002,-1.6177538090265646,-0.032472759465864476,False
hs300,A2a_high_tau_ret_std_20d,S2,0.0058902171369774,0.0058902171369774,0.0,-0.0736013970205789,-0.0736013970205789,0.0,-0.0553467386876486,-0.0574787261651282,-0.0021319874774795994,-0.0460784617089399,0.994625637290926,1.3689390410650608,-0.6336302624254968,-0.6590808922221535,-0.025450629796656687,False
hs300,A2b_low_tau_cum_ret_20d,S2,-0.0074331180837646,-0.0074331180837646,0.0,-0.5212593017990138,-0.5212593017990138,0.0,-0.1259726745278609,-0.1262090633097787,-0.00023638878191781232,-0.070425358073115,1.501406141415054,2.8040509549561365,-1.7455544868318107,-1.7732245175312704,-0.027670030699459724,False
hs300,A2c_high_tau_vol_share_20d,S2,0.0229347542959552,0.0229347542959552,0.0,1.4177668815025026,1.4177668815025026,0.0,-0.0205180053793122,-0.0215710704845001,-0.0010530651051879024,-0.0215710704845001,1.3699110583871634,2.322338064234869,-0.261855283998288,-0.2785141636543403,-0.016658879656052283,False
hs300,A2d_high_tau_turnover_20d,S2,0.0247694084163173,0.0247694084163173,0.0,1.2919863668611593,1.2919863668611593,0.0,-0.0032587933988236,-0.004689680212258,-0.0014308868134344003,-0.004689680212258,1.3419297493054072,2.415080877894944,-0.04404055622471,-0.0634191383410816,-0.01937858211637159,False
hs300,A3_tort_vol_joint_20d,S2,0.0169008303010604,0.0169008303010604,0.0,1.0208029699376928,1.0208029699376928,0.0,-0.0412862515446268,-0.0422127854205887,-0.0009265338759619005,-0.0422127854205887,1.4031812020155865,2.4137761995056404,-0.5639328146602609,-0.5822026441301673,-0.018269829469906407,False
hs300,B1_lead_lag_20d,S2,0.0137146078928814,0.0137146078928814,0.0,0.4572497643157159,0.4572497643157159,0.0,-0.0654815372975624,-0.0657057892942925,-0.000224251996730096,-0.0657057892942925,1.570738908232215,3.0367218614113844,-1.1548809457602771,-1.1481601872532383,0.006720758507038793,False
hs300,B2_path_asym_20d,S2,-0.000807584404948,-0.000807584404948,0.0,-0.1671280147851262,-0.1671280147851262,0.0,-0.0874582705226248,-0.0877675870863062,-0.00030931656368141103,-0.1183655595543328,1.5324723191706904,2.9408976097116843,-1.221021989357438,-1.233278532732627,-0.012256543375188889,False
hs300,B2a_path_asym_amt_20d,S2,-0.0004677326177029,-0.0004677326177029,0.0,-0.1656948150944867,-0.1656948150944867,0.0,-0.0888604228109516,-0.0891651763432438,-0.0003047535322921874,-0.1169753862439523,1.5330828755955432,2.9381879596635923,-1.2197051240484016,-1.2331509899495858,-0.01344586590118424,False
hs300,B3_cond_lead_lag_20d,S2,-0.0177046886044419,-0.0177046886044419,0.0,-0.923765622092014,-0.923765622092014,0.0,-0.153418069469268,-0.1538263648017347,-0.000408295332466696,-0.0300174436098378,1.4781865577148563,2.675866520415883,-2.485125957582901,-2.542954016297662,-0.05782805871476082,False
hs300,B4_cross_20d,S2,-0.0009135747307384,-0.0009135747307384,0.0,-0.1144834914325685,-0.1144834914325685,0.0,-0.0908374678898477,-0.0909180230119883,-8.055512214059923e-05,-0.1196420300392142,1.5602896542824818,3.028240555812879,-1.5046223874452276,-1.4964696802130657,0.008152707232161882,False
hs300,B5a_corr_decay_20d,S2,-0.0192695242942805,-0.0192695242942805,0.0,-0.9804141676163718,-0.9804141676163718,0.0,-0.1465982324529827,-0.1466718375068518,-7.360505386910798e-05,-0.0633961773938464,1.5716022355187202,3.0526106390108105,-2.613624254425142,-2.648593919770624,-0.03496966534548207,False
hs300,B5b_slope_div_20d,S2,0.0068500110867003,0.0068500110867003,0.0,0.4316706096025139,0.4316706096025139,0.0,-0.0856763130126654,-0.0858420908007063,-0.00016577778804090226,-0.0858420908007063,1.5453352447213609,2.954862905844186,-1.1460136013015023,-1.1680275381678624,-0.022013936866360106,False
hs300,B5c_high_vol_ratio_20d,S2,-0.0244003066813772,-0.0244003066813772,0.0,-1.8179812006272265,-1.8179812006272265,0.0,-0.1462663408288792,-0.1468210584340974,-0.0005547176052181912,-0.0361016508600841,1.460344470266813,2.6401348346844,-2.2062367473551605,-2.2221706631968265,-0.015933915841666035,False
hs300,C1_entropy_20d,S2,0.0105645951307853,0.0105645951307853,0.0,0.7386710101514479,0.7386710101514479,0.0,-0.0249793401043086,-0.0266914400117284,-0.0017120999074198007,-0.0266914400117284,1.1551163378019136,1.6930013861824131,-0.3223169020114395,-0.3472757296292528,-0.024958827617813317,False
hs300,C2_entropy_diff_20d,S2,0.0158294622629074,0.0158294622629074,0.0,0.97167274140135,0.97167274140135,0.0,-0.0517514769119611,-0.0523385028862808,-0.0005870259743196993,-0.0523385028862808,1.4781041948403908,2.710111725548937,-0.7793397130637031,-0.7910226930439338,-0.011682979980230712,False
hs300,C3_entropy_std_20d,S2,-0.0194377783171826,-0.0194377783171826,0.0,-0.9336963726498788,-0.9336963726498788,0.0,-0.1629724658445397,-0.1632211467921382,-0.0002486809475985008,-0.0289512942443643,1.4999175646502338,2.79177679388353,-2.23509226099346,-2.257782581261993,-0.022690320268532904,False
zz500,A1_tau_20d,S1,0.0116571031884711,0.0116571031884711,0.0,0.6418062171780875,0.6418062171780875,0.0,-0.0924835453414688,-0.0839111500524588,0.008572395289009993,-0.0839111500524588,1.683306792787032,3.2493034862851897,-1.025419109701179,-1.1061603735441077,-0.08074126384292857,False
zz500,A1v_tau_vol_20d,S1,0.0046106734194746,0.0046106734194746,0.0,0.2146929481839203,0.2146929481839203,0.0,-0.1045989845136823,-0.0958112886892736,0.008787695824408692,-0.0958112886892736,1.688067478578815,3.2510523411358654,-1.2398280127265109,-1.34546091283022,-0.10563290010370907,False
zz500,A2a_high_tau_ret_std_20d,S1,-0.0125407137145581,-0.0125407137145581,0.0,-1.1464117474259596,-1.1464117474259596,0.0,-0.076404699578201,-0.0742486823143093,0.0021560172638916963,-0.0393705987105585,1.0146591179539963,1.4740386986068768,-0.6913143248912271,-0.7049727929759712,-0.013658468084744024,False
zz500,A2b_low_tau_cum_ret_20d,S1,-0.0139934917179415,-0.0139934917179415,0.0,-0.8904433034598139,-0.8904433034598139,0.0,-0.140865343089222,-0.1373314496538205,0.003533893435401503,-0.0537679971323244,1.4845032111213712,2.7079788546846384,-1.6031643260754398,-1.647359293720294,-0.04419496764485431,False
zz500,A2c_high_tau_vol_share_20d,S1,0.0373880271535184,0.0373880271535184,0.0,2.177692014135841,2.177692014135841,0.0,0.0055357631592078,0.0091551072250928,0.0036193440658849997,0.0091551072250928,1.355345230771258,2.2544442979488406,0.0465135899419981,0.081400864188743,0.0348872742467449,False
zz500,A2d_high_tau_turnover_20d,S1,-0.0262427490618133,-0.0262427490618133,0.0,-1.7977413284585495,-1.7977413284585495,0.0,-0.1059043042211711,-0.1045077113390515,0.0013965928821196016,-0.0232329042981348,1.0613470106413476,1.668892663304018,-0.9156721858463224,-0.9105281512374634,0.005144034608858927,False
zz500,A3_tort_vol_joint_20d,S1,0.0367263173210295,0.0367263173210295,0.0,2.275803236202957,2.275803236202957,0.0,0.0028890605492049,0.0057708930791675,0.0028818325299626,0.0057708930791675,1.3659389044606158,2.282040067000992,0.0273805284685305,0.0560429745730051,0.028662446104474597,False
zz500,B1_lead_lag_20d,S1,0.014530600099459,0.014530600099459,0.0,0.8482547701609036,0.8482547701609036,0.0,-0.064916414649898,-0.0607992436683932,0.004117170981504804,-0.0607992436683932,1.5866841547593722,3.083170645911773,-1.1345284200486156,-1.1864239800461884,-0.05189555999757278,False
zz500,B2_path_asym_20d,S1,-0.0037674737441129,-0.0037674737441129,0.0,-0.6914304295207714,-0.6914304295207714,0.0,-0.1099674817410037,-0.1062324954630777,0.0037349862779259974,-0.1011077239464097,1.557095828211573,2.973105160803262,-1.6448242301263405,-1.712828379053236,-0.06800414892689544,False
zz500,B2a_path_asym_amt_20d,S1,-0.0042460972584341,-0.0042460972584341,0.0,-0.7048305738679086,-0.7048305738679086,0.0,-0.1096233056145804,-0.1058480525566886,0.0037752530578918087,-0.1016921588009525,1.5569814372333004,2.972784163620486,-1.596956074270791,-1.656346740210513,-0.05939066593972209,False
